"DATE","RES ELE FEET","","STORAGE AF","","RES CHG AF","","TOC STO AF","","ABV TOC AF","","OUTFLOW CFS","","INFLOW CFS","","EVAP CFS","","RIV REL CFS","","PPT INC INCHES","","RAIN INCHES","","PPTINC4 INCHES",""
"12/18/2017","701.08","","1,262,893","","-1,534","","3,146,890","","-1,883,996","","3,166","","2,435","","43","","--","","0.00","","7.68","","0.00",""
"12/19/2017","700.87","","1,261,283","","-1,610","","3,149,083","","-1,887,800","","3,067","","2,308","","13","","--","","0.00","","7.68","","0.00",""
"12/20/2017","700.64","","1,259,522","","-1,761","","3,136,924","","-1,877,402","","3,150","","2,237","","13","","--","","0.11","","7.79","","0.11",""
"12/21/2017","700.40","","1,257,686","","-1,836","","3,142,956","","-1,885,270","","3,074","","2,159","","11","","--","","0.00","","7.79","","0.00",""
"12/22/2017","700.12","","1,255,546","","-2,140","","3,148,808","","-1,893,262","","3,131","","2,071","","19","","--","","0.00","","7.79","","0.00",""
"12/23/2017","699.68","","1,252,205","","-3,341","","3,154,484","","-1,902,279","","3,040","","1,402","","13","","--","","0.00","","7.79","","0.00",""
"12/24/2017","699.29","","1,249,232","","-2,973","","3,159,989","","-1,910,757","","2,835","","1,350","","13","","--","","0.00","","7.79","","0.00",""
"12/25/2017","698.87","","1,246,037","","-3,195","","3,163,000","","-1,916,963","","2,828","","1,195","","16","","--","","0.00","","7.79","","0.00",""
"12/26/2017","698.55","","1,243,607","","-2,430","","3,163,000","","-1,919,393","","2,828","","1,609","","6","","--","","0.00","","7.79","","0.00",""
"12/27/2017","698.07","","1,239,968","","-3,639","","3,163,000","","-1,923,032","","2,978","","1,190","","8","","--","","0.00","","7.79","","0.00",""
"12/28/2017","697.63","","1,236,638","","-3,330","","3,163,000","","-1,926,362","","3,053","","1,377","","3","","--","","0.00","","7.79","","0.00",""
"12/29/2017","697.42","","1,235,051","","-1,587","","3,163,000","","-1,927,949","","2,641","","1,846","","5","","--","","0.00","","7.79","","0.00",""
"12/30/2017","697.10","","1,232,636","","-2,415","","3,163,000","","-1,930,364","","2,792","","1,539","","3","","--","","0.00","","7.79","","0.00",""
"12/31/2017","696.85","","1,230,752","","-1,884","","3,163,000","r","-1,932,248","","2,581","","1,634","","3","","--","","0.00","","7.79","","0.00",""
"01/01/2018","696.66","","1,229,321","","-1,431","","3,163,000","","-1,933,679","","2,465","","1,746","","3","","--","","0.00","","7.79","","0.00",""
"01/02/2018","696.52","","1,228,268","","-1,053","","3,163,000","","-1,934,732","","2,877","","2,424","","40","","--","","0.00","","7.79","","0.00",""
"01/03/2018","696.32","","1,226,764","","-1,504","","3,163,000","","-1,936,236","","2,813","","2,024","","7","","--","","0.21","","8.00","","0.00",""
"01/04/2018","696.21","","1,225,937","","-827","","3,163,000","","-1,937,063","","2,859","","2,450","","7","","--","","0.18","","8.18","","0.38",""
"01/05/2018","696.21","","1,225,937","","0","","3,158,576","","-1,932,638","","2,911","","2,915","","5","","--","","0.76","","8.94","","0.01",""
"01/06/2018","696.86","","1,230,827","","4,890","","3,159,470","","-1,928,643","","2,914","","5,419","","3","","--","","0.01","","8.95","","0.76",""
"01/07/2018","697.22","","1,233,541","","2,714","","3,163,000","","-1,929,459","","2,486","","3,856","","3","","--","","0.00","","8.95","","0.01",""
"01/08/2018","697.88","","1,238,529","","4,988","","3,086,833","","-1,848,304","","2,867","","5,266","","0","","--","","2.01","","10.96","","0.01",""
"01/09/2018","700.64","","1,259,522","","20,993","","3,050,119","","-1,790,596","","2,546","","13,281","","71","","--","","0.80","","11.76","","2.40",""
"01/10/2018","702.41","","1,273,118","","13,596","","3,049,084","","-1,775,965","","2,599","","9,497","","5","","--","","0.03","","11.79","","0.41",""
"01/11/2018","703.50","","1,281,540","","8,422","","3,057,498","","-1,775,958","","2,400","","6,655","","10","","--","","0.00","","11.79","","0.02",""
"01/12/2018","704.28","","1,287,590","","6,050","","3,065,913","","-1,778,323","","2,227","","5,287","","10","","--","","0.00","","11.79","","0.00",""
"01/13/2018","704.88","","1,292,257","","4,667","","3,074,076","","-1,781,819","","2,645","","4,964","","5","","--","","0.00","","11.79","","0.00",""
"01/14/2018","705.37","","1,296,076","","3,819","","3,081,930","","-1,785,854","","2,411","","4,341","","5","","--","","0.01","","11.80","","0.00",""
"01/15/2018","705.75","","1,299,044","","2,968","","3,088,285","","-1,789,242","","2,418","","3,919","","5","","--","","0.01","","11.81","","0.00",""
"01/16/2018","706.29","","1,303,268","","4,224","","3,086,105","","-1,782,837","","2,072","","4,254","","12","","--","","0.32","","12.13","","0.32",""
"01/17/2018","706.84","","1,307,581","","4,313","","3,093,662","","-1,786,081","","1,861","","4,003","","7","","--","","0.00","","12.13","","0.01",""
"01/18/2018","707.53","","1,313,004","","5,423","","3,053,835","","-1,740,830","","1,941","","4,683","","8","","--","","0.35","","12.48","","0.00",""
"01/19/2018","708.90","","1,323,818","","10,814","","3,060,274","","-1,736,455","","1,808","","7,307","","8","","--","","0.00","","12.48","","0.35",""
"01/20/2018","709.98","","1,332,385","","8,567","","3,068,606","","-1,736,220","","1,253","","5,535","","3","","--","","0.00","","12.48","","0.00",""
"01/21/2018","710.86","","1,339,394","","7,009","","3,070,050","","-1,730,656","","1,279","","4,772","","0","","--","","0.27","","12.75","","0.00",""
"01/22/2018","711.74","","1,346,428","","7,034","","3,057,418","","-1,710,990","","1,802","","5,418","","30","","--","","0.38","","13.13","","0.46",""
"01/23/2018","712.34","","1,351,238","","4,810","","3,065,772","","-1,714,534","","1,815","","4,288","","8","","--","","0.01","","13.14","","0.20",""
"01/24/2018","713.42","","1,359,925","","8,687","","3,031,396","","-1,671,471","","1,634","","5,979","","5","","--","","0.54","","13.68","","0.00",""
"01/25/2018","714.70","","1,370,271","","10,346","","3,028,162","","-1,657,891","","1,541","","6,802","","5","","--","","0.08","","13.76","","0.54",""
"01/26/2018","715.59","","1,377,497","","7,226","","3,035,937","","-1,658,441","","1,892","","5,509","","15","","--","","0.00","","13.76","","0.08",""
"01/27/2018","716.14","","1,381,974","","4,478","","3,045,466","","-1,663,492","","1,889","","4,192","","5","","--","","0.00","","13.76","","0.00",""
"01/28/2018","717.08","","1,389,651","","7,676","","3,054,242","","-1,664,591","","656","","4,490","","5","","--","","0.00","","13.76","","0.00",""
"01/29/2018","717.80","","1,395,550","","5,899","","3,062,755","","-1,667,204","","1,867","","4,900","","18","","--","","0.00","","13.76","","0.00",""
"01/30/2018","718.52","","1,401,467","","5,917","","3,071,012","","-1,669,545","","1,866","","4,823","","15","","--","","0.00","","13.76","","0.00",""
"01/31/2018","719.34","","1,408,227","","6,760","","3,079,022","","-1,670,795","","484","","3,949","","15","","--","","0.00","","13.76","","0.00",""
"02/01/2018","719.87","","1,412,607","","4,380","","3,086,791","","-1,674,184","","1,630","","3,821","","23","","--","","0.00","","13.76","","0.00",""
"02/02/2018","720.60","","1,418,656","","6,050","","3,094,327","","-1,675,671","","1,216","","4,291","","26","","--","","0.00","","13.76","","0.00",""
"02/03/2018","721.14","","1,423,143","","4,486","","3,101,638","","-1,678,494","","1,900","","4,174","","12","","--","","0.00","","13.76","","0.00",""
"02/04/2018","722.00","","1,430,308","","7,165","","3,108,728","","-1,678,420","","563","","4,230","","12","","--","","0.00","","13.76","","0.00",""
"02/05/2018","722.44","","1,433,984","","3,676","","3,115,606","","-1,681,623","","1,696","","3,574","","67","","--","","0.00","","13.76","","0.00",""
"02/06/2018","723.00","","1,438,671","","4,687","","3,122,278","","-1,683,607","","1,180","","3,621","","36","","--","","0.00","","13.76","","0.00",""
"02/07/2018","723.75","","1,444,965","","6,294","","3,128,750","","-1,683,785","","149","","3,377","","55","","--","","0.00","","13.76","","0.00",""
"02/08/2018","724.14","","1,448,246","","3,281","","3,135,028","","-1,686,782","","1,239","","2,922","","29","","--","","0.00","","13.76","","0.00",""
"02/09/2018","724.51","","1,451,363","","3,117","","3,141,117","","-1,689,754","","1,185","","2,738","","24","","--","","0.00","","13.76","","0.00",""
"02/10/2018","724.68","","1,452,796","","1,433","","3,147,023","","-1,694,227","","1,652","","2,387","","12","","--","","0.00","","13.76","","0.00",""
"02/11/2018","725.02","","1,455,667","","2,871","","3,152,752","","-1,697,086","","538","","2,040","","12","","--","","0.00","","13.76","","0.00",""
"02/12/2018","725.13","","1,456,596","","929","","3,158,310","","-1,701,714","","2,032","","2,571","","70","","--","","0.00","","13.76","","0.00",""
"02/13/2018","725.06","","1,456,004","","-591","","3,163,000","","-1,706,996","","2,506","","2,298","","48","","--","","0.00","","13.76","","0.00",""
"02/14/2018","725.16","","1,456,849","","844","","3,163,000","","-1,706,151","","1,764","","2,188","","41","","--","","0.00","","13.76","","0.00",""
"02/15/2018","725.31","","1,458,118","","1,269","","3,163,000","","-1,704,882","","1,374","","2,038","","24","","--","","0.00","","13.76","","0.00",""
"02/16/2018","725.34","","1,458,372","","254","","3,163,000","","-1,704,628","","1,929","","2,096","","38","","--","","0.00","","13.76","","0.00",""
"02/17/2018","725.37","","1,458,625","","253","","3,163,000","","-1,704,375","","1,925","","2,063","","10","","--","","0.00","","13.76","","0.00",""
"02/18/2018","725.71","","1,461,504","","2,879","","3,163,000","","-1,701,496","","583","","1,996","","5","","--","","0.01","","13.77","","0.00",""
"02/19/2018","725.48","","1,459,556","","-1,948","","3,163,000","","-1,703,444","","2,325","","1,391","","5","","--","","0.00","","13.77","","0.00",""
"02/20/2018","725.50","","1,459,726","","170","","3,163,000","","-1,703,274","","1,823","","1,943","","77","","--","","0.00","","13.77","","0.00",""
"02/21/2018","725.37","","1,458,625","","-1,101","","3,163,000","","-1,704,375","","2,251","","1,716","","19","","--","","0.00","","13.77","","0.00",""
"02/22/2018","725.34","","1,458,372","","-253","","3,163,000","","-1,704,628","","2,177","","2,071","","22","","--","","0.03","","13.80","","0.00",""
"02/23/2018","725.30","","1,458,033","","-339","","3,163,000","","-1,704,967","","2,322","","2,163","","12","","--","","0.00","","13.80","","0.03",""
"02/24/2018","725.13","","1,456,596","","-1,437","","3,163,000","","-1,706,404","","2,252","","1,534","","7","","--","","0.00","","13.80","","0.00",""
"02/25/2018","725.63","","1,460,826","","4,230","","3,163,000","","-1,702,174","","998","","3,138","","7","","--","","0.00","","13.80","","0.00",""
"02/26/2018","725.46","","1,459,387","","-1,439","","3,163,000","","-1,703,613","","3,156","","2,505","","75","","--","","0.28","","14.08","","0.02",""
"02/27/2018","725.30","","1,458,033","","-1,354","","3,163,000","","-1,704,967","","2,218","","1,579","","0","","--","","0.00","","14.08","","0.26",""
"02/28/2018","725.54","","1,460,064","","2,031","","3,163,000","","-1,702,936","","1,605","","2,625","","38","","--","","0.58","","14.66","","0.00",""
"03/01/2018","726.04","","1,464,301","","4,237","","3,113,881","","-1,649,580","","1,811","","3,977","","29","","--","","1.39","","16.05","","0.96",""
"03/02/2018","726.78","","1,470,588","","6,287","","3,108,336","","-1,637,749","","746","","3,927","","12","","--","","0.14","","16.19","","1.01",""
"03/03/2018","727.00","","1,472,460","","1,872","","3,097,148","","-1,624,687","","2,300","","3,249","","5","","--","","0.21","","16.40","","0.14",""
"03/04/2018","727.34","","1,475,358","","2,898","","3,092,236","","-1,616,878","","1,168","","2,633","","5","","--","","0.09","","16.49","","0.22",""
"03/05/2018","727.49","","1,476,637","","1,279","","3,099,103","","-1,622,466","","1,689","","2,403","","26","","--","","0.00","","16.49","","0.08",""
"03/06/2018","727.54","","1,477,063","","426","","3,106,270","","-1,629,207","","1,898","","2,103","","33","","--","","0.00","","16.49","","0.00",""
"03/07/2018","727.55","","1,477,149","","86","","3,111,326","","-1,634,177","","1,949","","2,024","","33","","--","","0.07","","16.56","","0.00",""
"03/08/2018","728.04","","1,481,334","","4,186","","3,096,507","","-1,615,172","","1,047","","3,186","","28","","--","","0.54","","17.10","","0.60",""
"03/09/2018","728.52","","1,485,443","","4,108","","3,103,309","","-1,617,866","","1,635","","3,723","","16","","--","","0.00","","17.10","","0.01",""
"03/10/2018","728.91","","1,488,787","","3,344","","3,108,643","","-1,619,856","","1,831","","3,579","","19","","--","","0.00","","17.10","","0.00",""
"03/11/2018","729.26","","1,491,793","","3,006","","3,115,467","","-1,623,675","","1,844","","3,335","","19","","--","","0.00","","17.10","","0.00",""
"03/12/2018","729.72","","1,495,749","","3,956","","3,107,834","","-1,612,085","","1,872","","3,900","","33","","--","","0.16","","17.26","","0.00",""
"03/13/2018","732.58","","1,520,524","","24,775","","3,036,546","","-1,516,023","","1,537","","13,973","","40","","--","","2.50","","19.76","","0.48",""
"03/14/2018","736.34","","1,553,504","","32,980","","3,015,022","","-1,461,519","","1,603","","18,378","","60","","--","","0.73","","20.49","","2.24",""
"03/15/2018","738.94","","1,576,599","","23,095","","3,003,042","","-1,426,443","","1,046","","12,706","","17","","--","","0.29","","20.78","","0.52",""
"03/16/2018","741.08","","1,595,789","","19,190","","2,995,518","","-1,399,729","","737","","10,428","","17","","--","","0.01","","20.79","","0.30",""
"03/17/2018","742.71","","1,610,515","","14,726","","2,982,403","","-1,371,888","","980","","8,459","","10","","--","","0.00","","20.79","","0.00",""
"03/18/2018","744.10","","1,623,148","","12,633","","2,990,459","","-1,367,311","","910","","7,290","","10","","--","","0.00","","20.79","","0.00",""
"03/19/2018","745.41","","1,635,118","","11,970","","3,000,885","","-1,365,768","","963","","7,037","","40","","--","","0.00","","20.79","","0.00",""
"03/20/2018","746.82","","1,648,071","","12,953","","2,982,493","","-1,334,422","","845","","7,367","","37","","--","","0.76","","21.55","","0.00",""
"03/21/2018","749.98","","1,677,362","","29,291","","2,911,218","","-1,233,856","","676","","15,510","","20","","--","","1.18","","22.73","","1.17",""
"03/22/2018","763.17","","1,803,598","","126,236","","2,997,505","","-1,193,907","","214","","63,836","","31","","--","","1.23","","23.96","","1.44",""
"03/23/2018","771.52","","1,886,868","","83,270","","2,975,671","","-1,088,803","","242","","42,257","","32","","--","","0.00","","23.96","","0.46",""
"03/24/2018","777.20","","1,945,071","","58,203","","2,971,938","","-1,026,867","","821","","30,180","","17","","--","","0.10","","24.06","","0.10",""
"03/25/2018","781.00","","1,984,729","","39,658","","2,981,340","","-996,611","","787","","20,850","","17","","--","","0.00","","24.06","","0.00",""
"03/26/2018","783.70","","2,013,258","","28,529","","2,991,813","","-978,555","","607","","15,049","","112","","--","","0.00","","24.06","","0.00",""
"03/27/2018","785.77","","2,035,329","","22,071","","3,002,198","","-966,869","","1,142","","12,330","","61","","--","","0.00","","24.06","","0.00",""
"03/28/2018","787.10","","2,049,600","","14,272","","3,012,272","","-962,672","","3,265","","10,590","","76","","--","","0.00","","24.06","","0.00",""
"03/29/2018","788.55","","2,065,242","","15,641","","3,022,044","","-956,803","","2,603","","10,456","","76","","--","","0.00","","24.06","","0.00",""
"03/30/2018","789.96","","2,080,533","","15,291","","3,031,523","","-950,990","","2,178","","10,024","","83","","--","","0.00","","24.06","","0.00",""
"03/31/2018","791.12","","2,093,173","","12,640","","3,040,717","","-947,545","","3,220","","9,712","","65","","--","","0.00","","24.06","","0.00",""
"04/01/2018","792.33","","2,106,416","","13,243","","3,059,504","","-953,088","","3,178","","9,920","","66","","--","","0.00","","24.06","","0.00",""
